"Gene","Expression"
"ATN1",7393.9394
"ATOH1",0
"ATOH7",4.603
"ATOH8",1863.8282
"ATOX1",605.677
"ATP10A",210.9705
"ATP10B",461.4499
"ATP10D",378.2125
"ATP11A",1331.0318
"ATP11B",604.1427
"ATP11C",258.9183
"ATP12A",0.3836
"ATP13A1",1792.4818
"ATP13A2",1130.4181
"ATP13A3",991.5612
"ATP13A4",664.3652
"ATP13A5",8.8224
"ATP1A1",3522.056
"ATP1A2",17506.3291
"ATP1A3",2325.6617
"ATP1A4",3.0687
"ATP1B1",4002.0176
"ATP1B2",11981.588
"ATP1B3",1382.8155
"ATP1B4",0.3836
"ATP2A1",10.3567
"ATP2A2",6833.5251
"ATP2A3",29.9194
"ATP2B1",833.5251
"ATP2B2",1054.0852
"ATP2B3",52.1672
"ATP2B4",3281.9333
"ATP2C1",3015.3126
"ATP2C2",34.906
"ATP4A",0
"ATP4B",1.1507
"ATP5A1",8541.6187
"ATP5B",9047.1807
"ATP5C1",1860.7595
"ATP5D",1505.5619
"ATP5EP2",24.1657
"ATP5E",2170.6943
"ATP5F1",1645.9532
"ATP5G1",626.3905
"ATP5G2",4368.6229
"ATP5G3",1138.0898
"ATP5H",1121.2121
"ATP5I",968.6191
"ATP5J2",667.8174
"ATP5J",1324.5378
"ATP5L2",0.7672
"ATP5L",1524.7411
"ATP5O",2589.9501
"ATP5SL",425.0096
"ATP5S",214.0391
"ATP6AP1L",59.4553
"ATP6AP1",3187.9555
"ATP6AP2",3395.8573
"ATP6V0A1",4006.9045
"ATP6V0A2",691.5995
"ATP6V0A4",1.1507
"ATP6V0B",1270.4258
"ATP6V0C",2834.5416
"ATP6V0D1",2221.3272
"ATP6V0D2",0
"ATP6V0E1",1860.3759
"ATP6V0E2",7154.883
"ATP6V1A",2191.0242
"ATP6V1B1",70.9628
"ATP6V1B2",2818.949
"ATP6V1C1",1530.8784
"ATP6V1C2",48.5769
"ATP6V1D",1306.4825
"ATP6V1E1",2400.0767
"ATP6V1E2",95.5121
"ATP6V1F",1175.2896
"ATP6V1G1",1624.089
"ATP6V1G2",1548.9912
"ATP6V1G3",0
"ATP6V1H",1268.1243
"ATP7A",245.4929
"ATP7B",172.9958
"ATP8A1",3860.7595
"ATP8A2",44.8792
"ATP8B1",22.6314
"ATP8B2",716.916
"ATP8B3",19.9463
"ATP8B4",117.3763
"ATP8B5P",29.5359
"ATP9A",8062.1404
"ATP9B",595.3203
"ATPAF1",1271.9601
"ATPAF2",246.2601
"ATPBD4",106.2524
"ATPIF1",898.7342
"ATRIP",210.8477
"ATRNL1",391.2543
"ATRN",2427.6947
"ATRX",2042.9613
"ATR",398.5424
"ATXN10",2951.6686
"ATXN1L",1171.5689
"ATXN1",881.473
"ATXN2L",2532.7963
"ATXN2",1087.8404
"ATXN3L",0
"ATXN3",354.814
"ATXN7L1",142.6928
"ATXN7L2",236.2869
"ATXN7L3B",4037.5911
"ATXN7L3",1269.275
"ATXN7",490.2186
"ATXN8OS",0
"AUH",174.1465
"AUP1",1991.2658
"AURKAIP1",776.7549
"AURKAPS1",2.3015
"AURKA",47.5643
"AURKB",9.206
"AURKC",7.2881
"AUTS2",1079.018
"AVEN",141.1584
"AVIL",19.1791
"AVL9",157.6525
"AVPI1",182.5853
"AVPR1A",0.7672
"AVPR1B",0.3836
"AVPR2",0
"AVP",0
"AWAT1",0
"AWAT2",0
"AXIN1",771.7683
"AXIN2",524.3575
"AXL",873.0341
"AZGP1",102.8002
"AZI1",418.8723
"AZI2",837.7445
"AZIN1",4996.5478
"AZU1",9.9731
"B2M",13724.2041
"B3GALNT1",496.7395
"B3GALNT2",262.501
"B3GALT1",5.3702
"B3GALT2",337.1692
"B3GALT4",155.7346
"B3GALT5",2.6851
"B3GALT6",365.9379
"B3GALTL",421.5573
"B3GAT1",5865.7461
"B3GAT2",211.6954
"B3GAT3",898.7342
"B3GNT1",2682.3936
"B3GNT2",200.9973
"B3GNT3",0
"B3GNT4",0.7672
"B3GNT5",226.3138
"B3GNT6",0
"B3GNT7",34.5224
"B3GNT8",4.603
"B3GNT9",174.1312
"B3GNTL1",81.588
"B4GALNT1",345.3586
"B4GALNT2",0
"B4GALNT3",17.6448
"B4GALNT4",2219.4093
"B4GALT1",365.5543
"B4GALT2",911.0088
"B4GALT3",625.2397
"B4GALT4",403.1454
"B4GALT5",1562.3322
"B4GALT6",371.308
"B4GALT7",453.7783
"B9D1",117.6371
"B9D2",42.9613
"BAALC",11067.5105
"BAAT",7.6717
"BACE1",4765.2474
"BACE2",114.6912
"BACH1",704.6414
"BACH2",324.1273
"BAD",953.6786
"BAG1",1639.0564
"BAG2",147.6793
"BAG3",959.7238
"BAG4",120.445
"BAG5",1125.0479
"BAGE2",1.1507
"BAGE",0
"BAHCC1",1156.5017
"BAHD1",867.664
"BAI1",1891.0625
"BAI2",1819.3326
"BAI3",1609.1293
"BAIAP2L1",9.9731
"BAIAP2L2",60.2225
"BAIAP2",692.033
"BAIAP3",700.1803
"BAK1",172.9958
"BAMBI",584.1964
"BANF1",2152.6659
"BANF2",0
"BANK1",1.9179
"BANP",197.5451
"BAP1",2465.2858
"BARD1",44.8792
"BARHL1",28.3851
"BARHL2",0
"BARX1",0.3836
"BARX2",6.5209
"BASE",0
"BASP1",1916.7626
"BAT1",5834.2079
"BAT2L1",4522.5853
"BAT2L2",2443.038
"BAT2",6682.3936
"BAT3",4082.8539
"BAT4",555.4277
"BAT5",977.7522
"BATF2",75.5658
"BATF3",12.2746
"BATF",0.7672
"BAX",434.9827
"BAZ1A",496.356
"BAZ1B",2039.8926
"BAZ2A",2030.4219
"BAZ2B",1213.8397
"BBC3",112.3897
"BBOX1",1029.5359
"BBS10",761.7952
"BBS12",67.127
"BBS1",1102.033
"BBS2",3113.1569
"BBS4",354.0468
"BBS5",325.2781
"BBS7",309.5512
"BBS9",353.2796
"BBX",2312.6199
"BCAM",490.6022
"BCAN",76875.7192
"BCAP29",1510.5485
"BCAP31",2088.224
"BCAR1",2642.8845
"BCAR3",213.272
"BCAR4",0
"BCAS1",6092.0598
"BCAS2",450.2033
"BCAS3",635.9801
"BCAS4",185.654
"BCAT1",250.4795
"BCAT2",243.575
"BCCIP",1292.8155
"BCDIN3D",200.8746
"BCHE",3233.2183
"BCKDHA",743.7668
"BCKDHB",688.5309
"BCKDK",750.6713
"BCL10",178.7495
"BCL11A",28.0015
"BCL11B",175.6809
"BCL2A1",8.0552
"BCL2L10",0
"BCL2L11",458.3813
"BCL2L12",25.0326
"BCL2L13",1168.0092
"BCL2L14",2.3015
"BCL2L15",13.809
"BCL2L1",1558.8799
"BCL2L2",1690.6636
"BCL2",814.7296
"BCL3",62.9076
"BCL6B",189.8734
"BCL6",2297.2766
"BCL7A",1594.5531
"BCL7B",730.3414
"BCL7C",461.0664
"BCL8",4.9866
"BCL9L",1383.1991
"BCL9",951.285
"BCLAF1",3341.7722
"BCMO1",18.7956
"BCO2",25.7
"BCORL1",270.4258
"BCORL2",0
"BCOR",785.1937
"BCR",2626.7741
"BCS1L",450.7096
"BCYRN1",0
"BDH1",542.3859
"BDH2",894.1312
"BDKRB1",0
"BDKRB2",3.0687
"BDNFOS",438.2585
"BDNF",5.9302
"BDP1",772.5355
"BEAN",16.1105
"BECN1",1180.9935
"BEGAIN",65.5926
"BEND2",0.3836
"BEND3",116.6091
"BEND4",88.6076
"BEND5",146.9122
"BEND6",362.4856
"BEND7",424.626
"BEST1",751.4768
"BEST2",0.7672
"BEST3",816.2639
"BEST4",4.9866
"BET1L",1067.127
"BET1",357.1155
"BET3L",0.3836
"BEX1",3451.8604
"BEX2",1155.7346
"BEX4",3252.0138
"BEX5",428.4618
"BEYLA",0
"BFAR",787.8788
"BFSP1",9.206
"BFSP2",0
"BGLAP",35.7346
"BGN",740.6981
"BHLHA15",3.4522
"BHLHB9",365.5543
"BHLHE22",3.0687
"BHLHE23",0
"BHLHE40",714.9981
"BHLHE41",2128.8838
"BHMT2",20.3299
"BHMT",0.3836
"BICC1",3.0687
"BICD1",102.4166
"BICD2",1046.0299
"BID",1518.2777
"BIK",0.7672
"BIN1",4833.1415
"BIN2",151.5152
"BIN3",212.8884
"BIRC2",1259.3019
"BIRC3",11.5075
"BIRC5",24.1235
"BIRC6",1884.9252
"BIRC7",7.2881
"BIRC8",0
"BIVM",1121.5957
"BLCAP",2774.837
"BLID",0
"BLK",0.7672
"BLMH",1028.0015
"BLM",477.1768
"BLNK",130.0345
"BLOC1S1",1128.3468
"BLOC1S2",1125.4315
"BLOC1S3",222.8615
"BLVRA",651.7069
"BLVRB",275.7959
"BLZF1",370.1573
"BMF",131.9524
"BMI1",1709.1408
"BMP10",0
"BMP15",0
"BMP1",536.6321
"BMP2K",315.6885
"BMP2",3545.4545
"BMP3",0
"BMP4",194.86
"BMP5",0
"BMP6",105.6578
"BMP7",3488.3007
"BMP8A",268.5079
"BMP8B",78.2509
"BMPER",248.5616
"BMPR1A",1051.4001
"BMPR1B",993.8627
"BMPR2",2654.0084
"BMS1P4",21.9102
"BMS1P5",98.1972
"BMS1",812.0445
"BMX",2.3015
"BNC1",2.6851
"BNC2",77.8673
"BNIP1",194.4764
"BNIP2",499.4246
"BNIP3L",4355.1975
"BNIP3",1448.7917
"BNIPL",10.3567
"BOC",321.0587
"BOD1L",1247.4108
"BOD1",700.4219
"BOK",2215.5735
"BOLA1",299.9616
"BOLA2",644.8446
"BOLA3",95.8957
"BOLL",0
"BOP1",292.6736
"BPESC1",0.3836
"BPGM",565.7844
"BPHL",261.6034
"BPIL1",18.7956
"BPIL2",0
"BPIL3",0
"BPI",0.3836
"BPNT1",677.407
"BPTF",2123.8972
"BPY2",0
"BRAF",76.7165
"BRAP",711.5458
"BRCA1",168.3928
"BRCA2",23.3985
"BRCC3",317.6064
"BRD1",1029.5359
"BRD2",4286.5362
"BRD3",2079.2558
"BRD4",1261.987
"BRD7P3",0.7672
"BRD7",1613.7323
"BRD8",1731.4921
"BRD9",986.191
"BRDT",0
"BREA2",11.8911
"BRE",395.0901
"BRF1",1405.0633
"BRF2",318.7572
"BRI3BP",51.4001
"BRI3",800.9206
"BRIP1",11.5075
"BRIX1",493.2873
"BRMS1L",479.0947
"BRMS1",590.3337
"BRP44L",2130.4181
"BRP44",678.5577
"BRPF1",518.2202
"BRPF3",1203.2988
"BRS3",0
"BRSK1",1117.7599
"BRSK2",883.7745
"BRWD1",1726.122
"BRWD3",147.2957
"BSCL2",935.0096
"BSDC1",1741.8489
"BSG",8783.6594
"BSND",0
"BSN",813.5788
"BSPH1",0
"BSPRY",21.4806
"BST1",16.8776
"BST2",309.1676
"BSX",0
"BTAF1",1058.6881
"BTBD10",588.0322
"BTBD11",84.0046
"BTBD12",387.8021
"BTBD16",24.9329
"BTBD17",867.2804
"BTBD18",6.5209
"BTBD19",8.8224
"BTBD1",2246.2601
"BTBD2",2327.5796
"BTBD3",2077.8673
"BTBD6",792.4818
"BTBD7",796.7012
"BTBD8",8.4388
"BTBD9",498.6575
"BTC",6.5209
"BTD",312.2363
"BTF3L1",0
"BTF3L4",862.6774
"BTF3",6426.1603
"BTG1",2374.3767
"BTG2",4270.0422
"BTG3",378.2125
"BTG4",0.7672
"BTK",97.8136
"BTLA",1.5343
"BTN1A1",0.3836
"BTN2A1",558.1128
"BTN2A2",91.2927
"BTN2A3",6.9045
"BTN3A1",493.6709
"BTN3A2",652.8577
"BTN3A3",408.132
"BTNL2",0.3836
"BTNL3",0
"BTNL8",0.7672
"BTNL9",222.0944
"BTRC",992.3283
"BUB1B",24.5493
"BUB1",31.4538
"BUB3",1888.3774
"BUD13",392.4051
"BUD31",917.7369
"BVES",335.6348
"BYSL",409.6663
"BZRAP1",2321.4423
"BZW1",3242.4242
"BZW2",797.4684
"C10orf105",19.1791
"C10orf107",84.0046
"C10orf108",6.5209
"C10orf10",202.5316
"C10orf110",40.7979
"C10orf111",13.0418
"C10orf113",0
"C10orf114",10.3567
"C10orf116",263.8857
"C10orf118",201.3809
"C10orf119",1256.2332
"C10orf11",4.2194
"C10orf120",0
"C10orf122",0
"C10orf125",29.9194
"C10orf128",18.0284
"C10orf129",0
"C10orf12",34.5109
"C10orf131",1.5343
"C10orf137",448.0245
"C10orf140",5.1362
"C10orf18",1148.4465
"C10orf25",81.7031
"C10orf26",1530.4948
"C10orf27",0
"C10orf28",281.5497
"C10orf2",515.1515
"C10orf32",1034.5224
"C10orf35",25.3165
"C10orf40",0
"C10orf41",22.2478
"C10orf46",1039.509
"C10orf47",20.3299
"C10orf4",640.1995
"C10orf50",0.3836
"C10orf53",0.7672
"C10orf54",1075.5658
"C10orf55",3.2911
"C10orf57",557.3456
"C10orf58",4398.1588
"C10orf62",3.8358
"C10orf67",1.1507
"C10orf68",9.5896
"C10orf71",0
"C10orf72",488.6843
"C10orf75",713.4638
"C10orf76",596.8546
"C10orf78",269.6586
"C10orf79",20.7135
"C10orf81",0.3836
"C10orf82",2.6851
"C10orf84",591.868
"C10orf88",245.4929
"C10orf90",308.784
"C10orf91",0
"C10orf93",4.603
"C10orf95",5.3702
"C10orf96",0.3836
"C10orf99",0
"C11orf10",792.4818
"C11orf16",0.3836
"C11orf17",400.0767
"C11orf1",226.3138
"C11orf20",22.1864
"C11orf21",2.6851
"C11orf24",560.7979
"C11orf2",3073.6479
"C11orf30",400.8439
"C11orf31",548.9068
"C11orf34",0.7672
"C11orf35",3.4522
"C11orf36",0
"C11orf40",0
"C11orf41",973.1492
"C11orf42",0.7672
"C11orf45",14.9597
"C11orf46",678.9413
"C11orf48",468.3122
"C11orf49",1014.9597
"C11orf51",354.883
"C11orf52",19.1791
"C11orf53",0
"C11orf54",704.2578
"C11orf57",1079.4016
"C11orf58",3378.5961
"C11orf59",2083.2374
"C11orf61",375.5274
"C11orf63",2.3015
"C11orf64",0
"C11orf65",15.3433
"C11orf66",56.7702
"C11orf67",229.8734
"C11orf68",1280.0153
"C11orf70",26.8508
"C11orf71",455.3126
"C11orf73",679.3249
"C11orf74",234.369
"C11orf75",162.639
"C11orf80",64.4419
"C11orf82",20.7135
"C11orf83",233.6018
"C11orf84",337.5527
"C11orf85",0
"C11orf86",0
"C11orf87",13.0418
"C11orf88",0.3836
"C11orf90",3.4522
"C11orf92",57.921
"C11orf93",82.8539
"C11orf94",0.3836
"C11orf95",861.1431
"C11orf9",7325.2781
"C12orf10",668.5846
"C12orf11",676.2562
"C12orf12",0
"C12orf23",1377.8289
"C12orf24",383.9662
"C12orf26",50.6329
"C12orf27",0.7672
"C12orf29",693.1914
"C12orf32",514.0008
"C12orf34",2496.7395
"C12orf35",384.7334
"C12orf36",0
"C12orf39",9.206
"C12orf40",0
"C12orf41",627.9248
"C12orf42",1.9179
"C12orf43",369.3901
"C12orf44",616.4173
"C12orf45",84.0046
"C12orf47",486.8815
"C12orf48",26.0836
"C12orf49",694.6682
"C12orf4",383.1991
"C12orf50",0.7672
"C12orf51",2058.3046
"C12orf52",319.5244
"C12orf53",1780.2071
"C12orf54",1.1507
"C12orf56",0.7672
"C12orf57",1126.9659
"C12orf59",32.9881
"C12orf5",236.2869
"C12orf60",26.8508
"C12orf61",8.0552
"C12orf62",447.641
"C12orf63",3.4522
"C12orf65",520.5217
"C12orf66",83.621
"C12orf68",297.6601
"C12orf69",1.5343
"C12orf70",0.7672
"C12orf71",1.9179
"C12orf72",59.4553
"C12orf73",159.954
"C12orf74",0
"C12orf75",158.0361
"C12orf76",1328.8109
"C12orf77",0
"C13orf15",1698.8876
"C13orf16",6.1373
"C13orf18",120.8285
"C13orf1",363.2528
"C13orf23",839.2789
"C13orf26",1.9179
"C13orf27",189.1063
"C13orf28",0
"C13orf29",5.3702
"C13orf30",0.3836
"C13orf31",586.1143
"C13orf33",3.4522
"C13orf34",82.1787
"C13orf35",0.3836
"C13orf36",4.9866
"C13orf37",323.3602
"C13orf38",23.8051
"C13orf39",0
"C14orf101",435.7499
"C14orf102",448.0245
"C14orf104",315.6885
"C14orf105",1.1507
"C14orf106",89.3748
"C14orf109",296.1258
"C14orf115",0
"C14orf118",212.5048
"C14orf119",494.4381
"C14orf126",556.5516
"C14orf128",166.0913
"C14orf129",324.1273
"C14orf132",7413.5021
"C14orf135",1244.3422
"C14orf138",108.9375
"C14orf139",149.2137
"C14orf142",141.1584
"C14orf143",45.2628
"C14orf145",42.9613
"C14orf147",982.3552
"C14orf148",13.4254
"C14orf149",213.272
"C14orf153",375.911
"C14orf156",436.1335
"C14orf159",1133.1032
"C14orf162",4.2194
"C14orf165",0
"C14orf166B",0.7672
"C14orf166",1430.3797
"C14orf167",415.6118
"C14orf169",60.6061
"C14orf174",8.8224
"C14orf176",26.0836
"C14orf177",0
"C14orf178",2.3015
"C14orf179",217.4914
"C14orf180",0
"C14orf181",13.4254
"C14orf182",0
"C14orf183",0
"C14orf184",0
"C14orf19",1.5343
"C14orf1",1071.73
"C14orf21",291.9064
"C14orf23",65.5926
"C14orf28",144.9942
"C14orf2",712.6966
"C14orf33",65.9762
"C14orf34",0
"C14orf37",318.3736
"C14orf39",0.3836
"C14orf43",994.2463
"C14orf45",93.3602
"C14orf48",0
"C14orf49",69.812
"C14orf4",1116.9927
"C14orf50",16.8776
"C14orf53",0
"C14orf64",47.1807
"C14orf68",0
"C14orf70",0
"C14orf72",0
"C14orf73",0
"C14orf79",180.2839
"C14orf80",233.2183
"C14orf86",6.1373
"C14orf93",283.084
"C15orf17",1672.4204
"C15orf21",5.3702
"C15orf23",140.0077
"C15orf24",1228.9988
"C15orf26",0.3836
"C15orf27",8.0552
"C15orf28",1.9179
"C15orf29",687.3801
"C15orf2",2.6851
"C15orf32",0.3836
"C15orf33",32.2823
"C15orf34",6.9045
"C15orf37",19.4093
"C15orf38",326.2409
"C15orf39",962.4089
"C15orf40",276.2025
"C15orf41",144.6107
"C15orf42",41.2697
"C15orf43",0
"C15orf44",873.4177
"C15orf48",1.1507
"C15orf50",0
"C15orf51",7.6717
"C15orf52",594.1695
"C15orf53",0.3836
"C15orf54",0
"C15orf55",0
"C15orf56",2.6851
"C15orf57",346.6552
"C15orf58",34.5224
"C15orf59",1263.9049
"C15orf5",1.1507
"C15orf60",0.3836
"C15orf61",70.5792
"C15orf62",58.3046
"C15orf63",676.2562
"C16orf11",0
"C16orf13",425.3932
"C16orf3",1.9179
"C16orf42",1137.9478
"C16orf45",1606.0606
"C16orf46",84.3882
"C16orf48",383.9662
"C16orf52",491.753
"C16orf53",983.878
"C16orf54",4.2194
"C16orf55",128.1166
"C16orf57",653.2413
"C16orf58",1863.4446
"C16orf59",62.9076
"C16orf5",3181.051
"C16orf61",393.2605
"C16orf62",1938.2432
"C16orf63",603.3755
"C16orf68",166.8585
"C16orf70",589.1561
"C16orf71",21.4806
"C16orf72",1045.2628
"C16orf73",0.7672
"C16orf74",6.5209
"C16orf75",57.5374
"C16orf78",0
"C16orf79",93.8895
"C16orf7",916.847
"C16orf80",767.1653
"C16orf81",0.7672
"C16orf82",0.3836
"C16orf86",132.7196
"C16orf87",178.7495
"C16orf88",352.5125
"C16orf89",66.3598
"C16orf90",0.3836
"C16orf91",188.7227
"C16orf92",3.2451
"C16orf93",34.1389
"C17orf100",270.0422
"C17orf101",250.0959
"C17orf102",20.3299
"C17orf103",364.0199
"C17orf104",24.1657
"C17orf105",0
"C17orf106",156.379
"C17orf107",9.1484
"C17orf108",431.496
"C17orf28",875.7192
"C17orf37",617.9517
"C17orf39",455.6962
"C17orf42",133.4868
"C17orf44",16.8776
"C17orf46",0
"C17orf47",2.6851
"C17orf48",134.2539
"C17orf49",819.7008
"C17orf50",1.1507
"C17orf51",654.392
"C17orf53",34.906
"C17orf54",0
"C17orf55",1.9179
"C17orf56",471.5228
"C17orf57",12.2746
"C17orf58",210.2033
"C17orf59",317.2229
"C17orf60",9.5896
"C17orf61",349.8274
"C17orf62",1337.9363
"C17orf63",660.9129
"C17orf64",0
"C17orf65",146.099
"C17orf66",0
"C17orf67",4.9866
"C17orf68",643.2681
"C17orf69",186.0376
"C17orf70",1005.7537
"C17orf71",484.4649
"C17orf72",14.7564
"C17orf73",0
"C17orf74",0.7672
"C17orf75",198.6958
"C17orf76",51.7837
"C17orf77",0
"C17orf78",0.3836
"C17orf79",571.1546
"C17orf80",589.9501
"C17orf81",804.7564
"C17orf82",6.1373
"C17orf85",659.3786
"C17orf86",319.5244
"C17orf87",5.3702
"C17orf88",0
"C17orf89",290.3721
"C17orf90",412.7349
"C17orf91",54.4687
"C17orf93",0
"C17orf95",278.0974
"C17orf96",395.8573
"C17orf97",216.7242
"C17orf98",0
"C17orf99",0
"C18orf10",1026.8508
"C18orf16",113.9241
"C18orf18",177.2152
"C18orf19",345.9916
"C18orf1",1974.3
"C18orf20",0
"C18orf21",229.3824
"C18orf22",278.481
"C18orf25",597.6218
"C18orf26",0
"C18orf2",0
"C18orf32",3122.7004
"C18orf34",11.5075
"C18orf45",114.6912
"C18orf54",205.9839
"C18orf55",571.1546
"C18orf56",109.3211
"C18orf62",0
"C18orf8",300.6559
"C19orf10",664.7488
"C19orf12",370.1573
"C19orf18",7.2881
"C19orf20",117.7599
"C19orf21",3.0687
"C19orf22",1225.5466
"C19orf23",25.7
"C19orf24",314.5378
"C19orf25",765.631
"C19orf26",345.608
"C19orf28",750.2877
"C19orf29",659.3786
"C19orf2",1064.4419
"C19orf30",2.6851
"C19orf33",0
"C19orf34",0
"C19orf35",3.0687
"C19orf36",161.8719
"C19orf38",25.3165
"C19orf39",29.5359
"C19orf40",14.1926
"C19orf41",0.3836
"C19orf42",1465.6694
"C19orf43",1413.5021
"C19orf44",115.7346
"C19orf45",11.5075
"C19orf46",3.0687
"C19orf47",162.639
"C19orf48",316.8393
"C19orf50",1320.6751
"C19orf51",13.0418
"C19orf52",225.5466
"C19orf53",863.8282
"C19orf54",311.8527
"C19orf55",31.0702
"C19orf56",1352.8807
"C19orf57",139.6241
"C19orf59",0
"C19orf60",431.9141
"C19orf61",521.6724
"C19orf62",1149.5972
"C19orf63",3000.7518
"C19orf66",493.6479
"C19orf69",0
"C19orf6",3733.0265
"C19orf70",602.9919
"C19orf71",9.5896
"C19orf73",24.9329
"C19orf75",0
"C19orf76",12.2746
"C19orf77",3.4522
"C1D",259.3019
"C1GALT1C1",344.8408
"C1GALT1",352.1289
"C1QA",673.5712
"C1QBP",1274.5608
"C1QB",1029.5359
"C1QC",969.3134
"C1QL1",2177.9824
"C1QL2",42.1941
"C1QL3",3.0687
"C1QL4",113.9241
"C1QTNF1",1023.7821
"C1QTNF2",16.4941
"C1QTNF3",303.7975
"C1QTNF4",46.7971
"C1QTNF6",173.3794
"C1QTNF7",8.4388
"C1QTNF8",3.4522
"C1QTNF9B",3.4791
"C1QTNF9",9.3748
"C1RL",56.3828
"C1R",308.4005
"C1S",383.6287
"C1orf100",0
"C1orf101",11.8911
"C1orf103",321.0587
"C1orf104",127.8903
"C1orf105",0
"C1orf106",650.5562
"C1orf107",578.0591
"C1orf109",250.8631
"C1orf110",0.7672
"C1orf111",0.7672
"C1orf112",104.3575
"C1orf113",16.3943
"C1orf114",77.1001
"C1orf115",155.7346
"C1orf116",4.603
"C1orf122",1183.3525
"C1orf123",465.2858
"C1orf124",276.9467
"C1orf125",2.3015
"C1orf126",21.5842
"C1orf127",2.6851
"C1orf128",970.8477
"C1orf129",0
"C1orf130",19.9463
"C1orf131",255.0825
"C1orf133",14.9597
"C1orf135",6.5209
"C1orf141",2.3015
"C1orf144",1308.0169
"C1orf146",0
"C1orf14",0
"C1orf150",0
"C1orf151",391.2543
"C1orf152",8.8224
"C1orf156",165.7077
"C1orf157",1.5343
"C1orf158",0.7672
"C1orf159",147.2957
"C1orf161",1.5343
"C1orf162",49.0986
"C1orf163",135.4047
"C1orf168",17.2612
"C1orf170",1.9179
"C1orf172",0
"C1orf173",16.8776
"C1orf174",215.957
"C1orf175",34.1389
"C1orf177",0
"C1orf180",0
"C1orf182",0.3836
"C1orf183",88.9912
"C1orf185",0
"C1orf186",0
"C1orf187",8.4388
"C1orf189",0.3836
"C1orf190",104.1504
"C1orf192",38.3583
"C1orf194",4.9866
"C1orf198",4459.1484
"C1orf200",0.7672
"C1orf201",102.4166
"C1orf203",36.4404
"C1orf204",64.7794
"C1orf210",1.5343
"C1orf212",301.8796
"C1orf213",102.4166
"C1orf216",709.2443
"C1orf21",1296.1258
"C1orf220",16.1105
"C1orf223",1.9179
"C1orf226",317.6064
"C1orf227",1.5343
"C1orf228",13.809
"C1orf229",36.0568
"C1orf230",21.8642
"C1orf25",597.6218
"C1orf26",177.9824
"C1orf27",882.6237
"C1orf31",186.8048
"C1orf35",340.6214
"C1orf38",258.1511
"C1orf43",3631.3771
"C1orf49",0
"C1orf50",96.2792
"C1orf51",124.6644
"C1orf52",404.6797
"C1orf53",11.5075
"C1orf54",93.2106
"C1orf55",695.8189
"C1orf56",219.7852
"C1orf57",692.7503
"C1orf58",370.1496
"C1orf59",65.2091
"C1orf61",21642.8845
"C1orf63",617.5681
"C1orf64",43.7284
"C1orf65",5.7537
"C1orf66",613.3487
"C1orf68",0.3836
"C1orf69",199.0794
"C1orf70",54.4687
"C1orf74",41.0433
"C1orf77",2133.8703
"C1orf83",173.7629
"C1orf84",4.4074
"C1orf85",330.6483
"C1orf86",343.6939
"C1orf87",0
"C1orf88",62.524
"C1orf89",39.1254
"C1orf91",87.0387
"C1orf92",0.3836
"C1orf93",430.725
"C1orf94",41.8105
"C1orf95",408.132
"C1orf96",945.5313
"C1orf97",44.8792
"C1orf9",1506.3291
"C20orf103",415.8036
"C20orf106",0.3836
"C20orf107",2.6851
"C20orf108",1082.8539
"C20orf111",593.4024
"C20orf112",1067.5105
"C20orf114",0
"C20orf117",472.5738
"C20orf118",10.1304
"C20orf11",1941.6954
"C20orf123",0
"C20orf12",98.5807
"C20orf132",97.0579
"C20orf134",3.4522
"C20orf135",80.1688
"C20orf141",0
"C20orf144",0
"C20orf151",0
"C20orf152",3.8358
"C20orf160",101.2658
"C20orf165",26.4672
"C20orf166",0
"C20orf173",0
"C20orf177",538.9336
"C20orf185",0
"C20orf186",0
"C20orf191",0
"C20orf194",1641.3502
"C20orf195",0.3836
"C20orf196",137.3226
"C20orf197",4.9866
"C20orf199",1603.7591
"C20orf200",0.7672
"C20orf201",8.0552
"C20orf202",10.7403
"C20orf203",27.618
"C20orf20",241.2735
"C20orf24",694.4802
"C20orf26",8.0552
"C20orf27",878.7879
"C20orf29",238.972
"C20orf30",1471.4231
"C20orf3",2641.7338
"C20orf43",3028.3851
"C20orf46",88.9912
"C20orf4",908.3237
"C20orf54",115.0748
"C20orf56",0
"C20orf70",0
"C20orf71",0
"C20orf72",318.3736
"C20orf79",0
"C20orf7",196.3943
"C20orf85",0
"C20orf94",13.4254
"C20orf96",377.4453
"C21orf119",146.5286
"C21orf121",0
"C21orf122",16.1105
"C21orf125",31.0702
"C21orf128",0.7672
"C21orf129",0
"C21orf130",37.5911
"C21orf131",661.6801
"C21orf15",0
"C21orf29",0.3836
"C21orf2",860.3759
"C21orf33",2604.1427
"C21orf34",220.1764
"C21orf45",153.4331
"C21orf49",11.8911
"C21orf54",0
"C21orf56",332.1826
"C21orf57",296.5094
"C21orf58",97.43
"C21orf59",497.5067
"C21orf62",102.4166
"C21orf63",104.7181
"C21orf67",47.1807
"C21orf70",148.8301
"C21orf71",7.6717
"C21orf7",19.1791
"C21orf81",1.5343
"C21orf82",13.809
"C21orf84",1.9179
"C21orf88",6.9045
"C21orf90",0.3836
"C21orf91",1161.4883
"C21orf94",0
"C21orf96",0.3836
"C21orf99",0
"C22orf13",1177.6256
"C22orf15",1.9179
"C22orf23",141.1584
"C22orf24",0.3836
"C22orf25",322.593
"C22orf26",7.6717
"C22orf27",108.9375
